,ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Duration_Customer,Frequency,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount,Web,Catalog,Store,Web_visit,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Complain,Response,Income_Class,Age_Class
1332,1945,61,1,1,71434.0,0,1,3481,25,4,711,36,217,172,96,168,3,7,4,7,4,1,0,0,1,0,0,0,3,2
1333,5147,75,1,0,90842.0,0,0,3532,28,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,3,3
1334,2535,45,2,1,88097.0,1,0,3877,29,24,163,0,480,0,126,75,1,6,5,8,9,1,0,0,1,1,0,1,3,1
1335,11039,48,1,1,51948.0,0,1,3482,18,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,2,1
1336,9495,41,1,1,71853.0,0,0,3614,18,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,3,1
1337,9635,40,2,1,35876.0,0,0,3267,14,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,1,0
1338,2173,71,1,0,40049.0,0,1,3453,11,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,1,3
1339,942,41,1,0,39660.0,1,0,3887,23,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,1,1
1340,9386,61,1,1,50127.0,0,1,3228,19,88,274,0,21,4,6,15,1,5,1,6,6,0,0,0,1,0,0,0,1,2
1341,5510,46,2,1,43263.0,0,1,3782,21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,1,1
1342,873,74,2,1,62845.0,1,1,3833,36,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,0,1,2,3
1343,2253,33,1,1,18929.0,0,0,3695,12,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,0,0
1344,5181,41,0,0,24367.0,1,0,3663,13,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,0,1
1345,979,48,1,0,33249.0,1,0,3691,14,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,0,1
1346,10390,64,2,1,26887.0,0,1,3701,11,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,0,2
1347,4698,40,3,1,50150.0,0,0,3571,21,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,1,0
1348,7793,47,1,1,62061.0,0,1,3499,30,12,641,7,84,0,30,38,3,10,4,7,6,0,0,0,1,0,0,0,2,1
1349,1745,61,3,0,85696.0,0,0,3619,21,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,3,2
1350,10590,67,3,1,76542.0,0,0,3653,25,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,3,3
1351,5080,30,1,0,70515.0,0,0,3448,19,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,3,0
1352,8369,36,1,1,18227.0,1,0,3795,12,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,0,0
1353,5232,58,1,1,69139.0,0,1,3350,15,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,3,2
1354,2407,41,1,1,69109.0,0,0,3794,24,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,0,1,3,1
1355,3834,61,1,0,69627.0,0,1,3666,28,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,3,2
1356,7912,45,1,1,38136.0,1,0,3630,16,69,8,15,27,0,20,33,2,3,1,2,8,0,0,1,0,0,0,0,1,1
1357,7712,77,3,0,62159.0,0,0,3259,23,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,2,3
1358,1065,60,1,0,80695.0,0,0,3379,21,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,3,2
1359,7275,52,2,0,33316.0,1,1,3465,16,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,0,2
1360,1343,55,1,1,58554.0,1,1,3838,29,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,2,2
1361,1384,31,0,1,17256.0,1,0,3415,15,10,6,4,14,8,8,22,2,2,1,2,8,0,0,1,0,0,0,0,0,0
1362,9967,49,1,0,53034.0,1,1,3592,30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,2,1
1363,6181,73,2,1,52203.0,0,0,3895,33,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,2,3
1364,10507,46,2,0,59601.0,0,1,3536,23,14,691,7,69,0,7,23,4,2,2,7,8,0,0,0,1,0,0,0,2,1
1365,2674,65,2,0,75154.0,0,1,3860,19,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,3,2
1366,2698,47,1,0,47025.0,0,1,3431,23,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,1,1
1367,3231,50,1,1,37971.0,1,0,3413,13,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,1,1
1368,4096,55,2,0,41335.0,1,0,3382,19,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,2
1369,10476,65,1,1,67267.0,0,1,3244,13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,2,2
1370,5948,48,1,0,57338.0,0,1,3258,17,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,2,1
1371,9140,63,2,1,50523.0,1,1,3383,14,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,1,2
1372,10258,58,2,0,35791.0,2,1,3616,14,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,1,2
1373,5675,63,3,0,50611.0,0,1,3830,28,98,459,0,24,6,0,4,6,4,5,7,6,0,0,0,1,0,0,0,1,2
1374,4743,54,3,1,56242.0,0,1,3680,34,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,2,2
1375,8805,63,1,0,48904.0,0,1,3771,25,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,1,2
1376,1542,48,1,0,56243.0,1,2,3378,25,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,2,1
1377,6770,38,1,1,21355.0,1,0,3510,13,5,5,13,14,0,5,31,2,2,1,2,6,0,0,1,0,0,0,1,0,0
1378,8773,52,2,1,57420.0,0,1,3566,22,22,280,0,18,0,0,24,3,5,1,6,7,0,0,0,1,0,0,0,2,2
1380,10420,68,2,0,46390.0,0,1,3252,17,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,1,3
1381,7514,67,2,1,54342.0,1,1,3558,18,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,2,3
1384,793,50,1,1,20895.0,1,0,3828,15,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,0,1
1385,10909,75,1,1,92344.0,0,0,3362,21,9,992,24,694,51,19,119,0,5,10,5,1,0,0,1,0,1,0,0,3,3
1387,8702,47,2,1,26907.0,1,1,3510,13,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,0,1
1388,4791,43,1,1,44964.0,1,1,3757,13,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,1,1
1389,2963,44,1,1,75507.0,0,0,3255,24,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,3,1
1390,8216,51,2,1,53761.0,1,1,3458,22,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,2,2
1391,8140,50,1,1,22682.0,1,0,3466,14,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,0,1
1392,10146,51,3,1,38887.0,1,0,3316,12,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,1,2
1393,5289,48,2,0,41658.0,1,1,3794,10,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,1,1
1394,2587,51,3,1,29791.0,1,0,3242,12,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,0,2
1395,4405,67,2,1,63915.0,0,2,3531,28,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,2,3
1396,8663,49,1,0,39996.0,1,1,3235,10,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,1,1
1397,2589,51,1,0,26759.0,1,0,3339,14,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,0,2
1398,3421,55,2,0,63841.0,0,1,3631,28,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,2,2
1399,10490,54,3,1,51039.0,1,1,3763,21,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,1,2
1400,4094,62,1,1,60544.0,1,1,3870,21,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,2,2
1401,9958,51,1,1,65685.0,0,1,3289,26,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,2,2
1402,2534,70,1,1,37716.0,0,1,3266,17,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,1,3
1403,4188,66,1,0,36864.0,0,1,3882,22,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,1,3
1404,6613,53,2,1,44511.0,1,0,3822,34,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,1,2
1405,10827,56,3,1,36947.0,1,1,3888,20,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,1,2
1406,5491,72,2,1,47352.0,0,1,3641,23,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,3
1407,8402,70,2,1,67087.0,0,1,3391,26,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,2,3
1408,8783,73,1,1,57045.0,0,1,3856,21,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,2,3
1409,10010,70,3,0,36957.0,1,1,3858,20,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,1,3
1410,618,46,3,1,69389.0,0,1,3836,26,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,3,1
1411,9121,51,1,1,80134.0,1,0,3602,22,40,1218,16,272,104,0,80,2,5,3,6,6,1,0,0,1,1,0,1,3,2
1412,361,54,2,1,43142.0,1,1,3328,11,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,1,2
1413,4310,79,1,1,80589.0,0,0,3355,22,25,507,93,520,242,40,26,1,5,10,5,1,1,0,0,0,0,0,1,3,3
1414,2678,33,1,0,34412.0,1,0,3698,20,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,0,0
1415,6376,44,1,0,57537.0,1,0,3581,23,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,2,1
1416,524,57,0,1,22634.0,0,0,3726,14,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,0,2
1417,10341,75,1,1,51315.0,0,0,3323,12,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,1,3
1418,5654,51,1,1,36026.0,2,1,3302,13,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,1,2
1419,4098,50,1,1,24639.0,1,1,3349,15,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,0,1
1420,5824,51,3,1,34578.0,2,1,3276,10,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,0,2
1421,7000,51,2,0,65704.0,0,0,3456,24,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,2,2
1422,2561,57,1,0,63810.0,0,1,3792,31,45,977,12,253,16,12,101,4,4,3,12,8,0,0,0,1,0,0,0,2,2
1423,5229,54,3,1,54132.0,0,1,3330,12,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,2,2
1424,4086,64,1,1,18690.0,0,0,3745,13,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,2
1425,2428,53,1,1,28164.0,1,0,3618,16,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,0,2
1426,8254,49,3,1,34596.0,1,0,3639,12,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,0,1
1427,2836,51,3,1,43269.0,1,0,3483,12,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,2
1428,8418,65,2,0,38741.0,1,1,3288,14,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,1,2
1429,1362,51,1,0,31907.0,0,0,3679,21,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,0,2
1430,7152,40,2,1,27100.0,1,0,3647,12,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1431,10033,50,2,0,31163.0,1,0,3333,11,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,0,1
1432,9349,38,1,1,92533.0,0,0,3389,25,84,693,21,118,110,147,42,1,6,5,11,2,1,0,0,0,1,0,0,3,0
1433,274,50,1,0,34853.0,1,1,3385,13,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,0,1
1434,3388,56,1,0,70844.0,1,1,3439,24,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,3,2
1435,922,44,2,1,31086.0,1,1,3618,14,79,16,2,11,3,0,16,2,1,1,2,8,0,0,1,0,0,0,0,0,1
1436,8588,62,1,1,60544.0,1,1,3870,21,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,2,2
1437,2518,37,2,1,20491.0,0,0,3717,11,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,0,0
1438,574,59,1,1,42523.0,0,0,3264,9,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,1,2
1439,3220,40,1,1,39922.0,1,0,3697,17,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,0
1440,5967,71,1,1,33402.0,1,1,3543,17,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,0,3
1441,1183,74,2,1,36408.0,1,1,3478,10,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,1,3
1442,6856,44,1,1,21645.0,1,0,3861,18,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,0,1
1443,4530,75,2,0,78427.0,0,0,3810,26,36,972,19,595,180,26,138,3,3,7,10,3,1,0,0,0,0,0,1,3,3
1444,1553,77,1,1,82657.0,0,0,3472,27,71,966,168,672,246,105,126,1,7,5,10,4,1,0,0,1,0,0,0,3,3
1445,4682,65,1,1,51876.0,0,0,3454,14,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,2,2
1446,8204,52,2,1,78041.0,0,0,3757,20,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,3,2
1447,5221,66,1,1,52852.0,0,1,3772,34,93,714,8,99,11,0,47,4,10,7,5,8,0,0,1,0,0,0,0,2,3
1448,1232,41,3,1,70038.0,0,0,3444,19,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,3,1
1449,1927,50,2,1,69401.0,0,1,3295,19,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,3,1
1450,5788,51,1,1,46053.0,1,0,3694,17,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,1,2
1451,6652,58,1,1,77343.0,0,0,3217,18,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,3,2
1452,6246,70,1,0,73892.0,0,0,3425,24,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,3,3
1453,5975,56,3,0,40304.0,1,0,3469,13,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,1,2
1454,6875,58,3,1,32727.0,0,0,3867,25,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,0,2
1455,4399,54,1,1,68695.0,0,0,3201,18,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,3,2
1456,4042,52,1,0,43300.0,0,1,3821,19,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,1,2
1457,2157,51,1,1,26290.0,1,1,3730,16,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,0,2
1458,10133,53,1,0,93790.0,0,0,3334,27,16,1302,68,731,89,114,45,0,6,7,12,2,1,0,0,1,1,0,1,3,2
1459,2525,49,3,1,38410.0,0,0,3850,24,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,1,1
1460,8233,73,2,0,64866.0,0,1,3351,26,9,508,5,21,7,5,10,4,7,3,7,5,0,0,0,1,0,0,0,2,3
1461,9483,64,1,1,57957.0,0,1,3511,28,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,2,2
1462,2945,68,3,1,46015.0,1,1,3274,12,25,38,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,0,0,1,3
1463,10403,45,1,1,16531.0,1,0,3208,16,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,0,1
1464,5074,37,2,1,28072.0,1,0,3553,12,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1465,10524,60,2,0,49476.0,0,1,3571,24,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,1,2
1466,4690,70,1,1,50725.0,0,1,3698,29,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,1,3
1467,7521,71,1,1,83844.0,0,0,3610,21,57,901,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,0,0,3,3
1468,7196,73,3,1,41145.0,1,1,3338,7,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,1,3
1469,4406,53,1,1,67419.0,0,1,3726,30,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,2,2
1470,9672,53,2,1,23162.0,1,1,3387,14,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,0,2
1471,4864,46,1,1,34380.0,1,0,3620,20,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,0,1
1472,4706,57,1,0,34704.0,0,1,3625,10,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,0,2
1473,4070,54,3,1,94871.0,0,2,3863,25,99,169,24,553,188,0,144,1,8,5,4,7,0,0,0,1,1,0,1,3,2
1474,25,65,1,1,65148.0,0,1,3787,25,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,2,2
1475,3697,69,1,1,39898.0,0,1,3699,16,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,1,3
1476,217,67,2,0,64857.0,0,0,3780,27,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,2,3
1477,4220,53,3,1,59892.0,0,1,3436,10,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,2,2
1478,5286,36,2,0,41020.0,0,0,3441,13,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,1,0
1479,9559,62,3,1,57072.0,0,1,3353,32,79,944,0,60,0,0,30,2,7,5,13,5,0,0,1,0,0,0,0,2,2
1480,2849,44,1,0,60474.0,0,1,3651,38,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,2,1
1481,7787,63,1,1,62807.0,0,1,3864,28,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,2,2
1482,3102,42,2,1,19414.0,1,0,3453,13,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,0,1
1483,5868,43,1,1,19107.0,1,0,3508,13,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,0,1
1484,8370,47,2,1,75484.0,0,1,3893,22,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,3,1
1485,9988,47,2,0,70379.0,0,1,3680,29,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,3,1
1486,2939,53,2,1,79419.0,0,0,3204,17,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,3,2
1487,5529,77,3,1,64014.0,2,1,3216,29,56,406,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0,2,3
1488,9743,68,1,1,76998.0,0,1,3731,35,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,0,0,1,0,0,3,3
1489,5763,51,2,1,49854.0,1,0,3428,24,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,1,2
1490,3478,52,3,1,60585.0,1,1,3567,35,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,2,2
1491,7494,73,3,0,42873.0,1,1,3721,23,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,1,3
1492,1763,35,1,1,87679.0,0,0,3534,33,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,0,1,0,1,3,0
1493,7250,45,1,1,57867.0,1,0,3468,31,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,2,1
1494,2005,33,1,1,35765.0,1,0,3397,14,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,1,0
1495,10770,64,1,1,65492.0,0,0,3351,28,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,2,2
1496,6885,46,1,0,32952.0,1,0,3407,13,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,0,1
1497,2072,54,3,1,53374.0,0,1,3879,30,34,896,10,101,13,10,34,6,4,2,9,9,0,0,1,0,0,0,1,2,2
1498,9463,64,1,1,71706.0,0,1,3790,30,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,3,2
1499,6318,35,1,1,68487.0,0,0,3729,34,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,2,0
1500,4093,48,2,1,53253.0,1,1,3700,24,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,2,1
1501,5751,50,2,0,31163.0,1,0,3333,11,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,0,1
1502,3340,46,1,1,42014.0,1,0,3878,28,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,1,1
1503,3594,50,2,1,54108.0,1,1,3798,40,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,2,1
1504,3584,68,3,0,49667.0,0,0,3875,30,35,1181,26,120,17,13,39,2,5,10,5,8,0,0,1,0,0,0,1,1,3
1505,3643,49,2,1,63206.0,0,0,3298,16,65,750,8,125,11,8,26,1,4,3,6,2,0,0,0,0,1,0,0,2,1
1506,851,51,2,1,57136.0,1,1,3552,32,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,2,2
1507,7706,48,2,1,46772.0,0,1,3796,38,88,350,104,189,197,151,57,6,11,8,5,8,0,0,1,0,0,0,0,1,1
1508,3967,52,3,1,78931.0,0,0,3444,25,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,3,2
1509,10128,65,1,1,53977.0,0,1,3583,32,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,2,2
1510,486,35,1,1,84219.0,0,0,3344,19,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,3,0
1511,9,48,2,0,46098.0,1,1,3877,19,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,1,1
1512,9451,58,1,1,73538.0,0,1,3778,33,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,3,2
1513,9264,37,1,1,79529.0,0,0,3260,24,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,3,0
1514,3865,46,2,1,20981.0,0,0,3622,15,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,0,1
1515,2853,43,1,0,51766.0,1,0,3307,17,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,2,1
1516,1490,61,1,1,55759.0,0,1,3775,34,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,2,2
1517,6310,45,1,1,33039.0,1,0,3490,12,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,0,1
1518,10380,51,2,1,37787.0,1,0,3479,15,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,1,2
1519,3887,53,1,0,27242.0,1,0,3792,16,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,0,2
1520,4278,40,3,0,87188.0,0,0,3588,22,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,3,0
1521,8643,52,1,1,69930.0,0,0,3596,25,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,3,2
1522,1998,47,1,0,37697.0,1,0,3339,13,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,1,1
1523,10795,50,3,1,37401.0,1,0,3251,14,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,1,1
1524,11110,50,1,0,3502.0,1,0,3639,14,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,1
1525,2408,47,1,1,58597.0,1,1,3783,39,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,2,1
1526,202,75,3,0,82032.0,0,0,3282,18,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,3,3
1527,7998,65,1,1,28087.0,1,1,3762,16,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,0,2
1528,830,36,3,0,74004.0,0,0,3322,18,5,784,48,560,42,176,48,1,4,6,4,3,1,0,0,0,1,0,1,3,0
1529,3536,63,1,1,19740.0,0,1,3659,12,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,0,2
1530,6050,48,2,1,57036.0,0,1,3762,35,33,1171,43,219,19,14,47,4,6,3,13,9,0,0,1,0,0,0,0,2,1
1531,125,65,2,1,53083.0,1,1,3607,24,65,215,7,33,3,0,13,6,5,1,5,7,0,0,0,1,0,0,0,2,2
1532,3463,48,3,1,69283.0,0,1,3212,32,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,3,1
1533,2804,48,2,0,46098.0,1,1,3877,19,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,1,1
1534,3745,35,2,1,23331.0,1,0,3860,16,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,0,0
1535,9771,35,2,0,23331.0,1,0,3829,26,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,0,0
1536,451,34,1,0,9255.0,1,0,3388,13,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,0,0
1537,10530,64,3,0,67786.0,0,0,3401,17,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,2,2
1538,1079,52,3,1,71969.0,0,1,3818,27,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,0,1,0,0,0,3,2
